customer_id,internet_service_type_id,contract_type_id,payment_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,churn_month,payment_type,contract_type,payment_type_id,monthly_charges,total_charges,contract_type_id,paperless_billing,internet_service_type,gender,senior_citizen,partner,dependents,signup_date,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
0947-MUGVO,2,1,1,Male,1,Yes,No,20,Yes,No,No,Yes,No,No,No,No,Yes,73.65,1463.5,Yes,2022-01-31,"Electronic check",Month-to-month,1,73.65,1463.5,1,Yes,"Fiber optic",Male,1,Yes,No,"2020-05-21 18:07:34",Yes,No,2,No,Yes,No,No,No,No
1099-BTKWT,1,2,1,Female,0,Yes,No,68,No,"No phone service",Yes,No,Yes,No,Yes,Yes,Yes,54.4,3723.65,No,NULL,"Electronic check","One year",1,54.4,3723.65,2,Yes,DSL,Female,0,Yes,No,"2016-05-21 18:07:34",No,"No phone service",1,Yes,No,Yes,No,Yes,Yes
1120-BMWUB,1,1,2,Female,0,No,No,16,Yes,No,No,Yes,No,Yes,No,No,Yes,53.9,834.15,Yes,2022-01-31,"Mailed check",Month-to-month,2,53.9,834.15,1,Yes,DSL,Female,0,No,No,"2020-09-21 18:07:34",Yes,No,1,No,Yes,No,Yes,No,No
1135-LMECX,3,1,2,Female,0,No,No,1,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.85,19.85,No,NULL,"Mailed check",Month-to-month,2,19.85,19.85,1,No,None,Female,0,No,No,"2021-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1525-LNLOJ,1,3,3,Male,0,Yes,Yes,66,Yes,Yes,No,No,Yes,No,Yes,No,Yes,63.3,4189.7,No,NULL,"Bank transfer (automatic)","Two year",3,63.3,4189.7,3,Yes,DSL,Male,0,Yes,Yes,"2016-07-21 18:07:34",Yes,Yes,1,No,No,Yes,No,Yes,No
1661-CZBAU,1,2,3,Male,0,No,No,48,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,70.95,3629.2,No,NULL,"Bank transfer (automatic)","One year",3,70.95,3629.2,2,Yes,DSL,Male,0,No,No,"2018-01-21 18:07:34",Yes,Yes,1,Yes,No,No,Yes,No,Yes
1821-BUCWY,1,3,2,Male,0,No,No,30,Yes,No,Yes,No,Yes,No,No,No,Yes,55.65,1653.85,No,NULL,"Mailed check","Two year",2,55.65,1653.85,3,Yes,DSL,Male,0,No,No,"2019-07-21 18:07:34",Yes,No,1,Yes,No,Yes,No,No,No
2137-DQMEV,1,2,2,Male,0,Yes,Yes,68,No,"No phone service",Yes,Yes,No,No,Yes,No,No,44.8,2983.65,No,NULL,"Mailed check","One year",2,44.8,2983.65,2,No,DSL,Male,0,Yes,Yes,"2016-05-21 18:07:34",No,"No phone service",1,Yes,Yes,No,No,Yes,No
2200-DSAAL,1,3,1,Female,0,No,No,68,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,80.65,5330.2,No,NULL,"Electronic check","Two year",1,80.65,5330.2,3,Yes,DSL,Female,0,No,No,"2016-05-21 18:07:34",Yes,Yes,1,No,Yes,Yes,No,Yes,Yes
2378-HTWFW,2,1,4,Male,1,No,No,35,Yes,Yes,Yes,No,No,No,No,Yes,No,91,3180.5,No,NULL,"Credit card (automatic)",Month-to-month,4,91,3180.5,1,No,"Fiber optic",Male,1,No,No,"2019-02-21 18:07:34",Yes,Yes,2,Yes,No,No,No,No,Yes
2522-AHJXR,2,1,3,Male,0,Yes,No,60,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,109.45,6572.85,No,NULL,"Bank transfer (automatic)",Month-to-month,3,109.45,6572.85,1,Yes,"Fiber optic",Male,0,Yes,No,"2017-01-21 18:07:34",Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes
2675-DHUTR,2,1,1,Male,1,Yes,No,58,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,98.9,5780.7,No,NULL,"Electronic check",Month-to-month,1,98.9,5780.7,1,Yes,"Fiber optic",Male,1,Yes,No,"2017-03-21 18:07:34",Yes,Yes,2,No,Yes,No,No,Yes,Yes
3011-WQKSZ,3,1,1,Male,0,No,Yes,19,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20,377.55,No,NULL,"Electronic check",Month-to-month,1,20,377.55,1,Yes,None,Male,0,No,Yes,"2020-06-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3391-JSQEW,1,1,2,Male,0,Yes,No,40,Yes,No,No,Yes,No,No,No,No,Yes,50.15,2058.5,No,NULL,"Mailed check",Month-to-month,2,50.15,2058.5,1,Yes,DSL,Male,0,Yes,No,"2018-09-21 18:07:34",Yes,No,1,No,Yes,No,No,No,No
3398-GCPMU,1,3,4,Female,1,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,89.55,6448.85,No,NULL,"Credit card (automatic)","Two year",4,89.55,6448.85,3,Yes,DSL,Female,1,Yes,Yes,"2016-01-21 18:07:34",Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes
3452-FLHYD,3,2,3,Male,0,Yes,No,25,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.95,495.15,No,NULL,"Bank transfer (automatic)","One year",3,20.95,495.15,2,Yes,None,Male,0,Yes,No,"2019-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3585-YNADK,1,2,3,Female,0,Yes,No,57,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,74.6,4368.95,No,NULL,"Bank transfer (automatic)","One year",3,74.6,4368.95,2,No,DSL,Female,0,Yes,No,"2017-04-21 18:07:34",Yes,Yes,1,No,Yes,Yes,Yes,Yes,No
3727-OWVYD,1,2,2,Male,0,No,No,35,Yes,No,Yes,Yes,Yes,No,No,No,No,61.2,2021.2,No,NULL,"Mailed check","One year",2,61.2,2021.2,2,No,DSL,Male,0,No,No,"2019-02-21 18:07:34",Yes,No,1,Yes,Yes,Yes,No,No,No
3807-BPOMJ,2,2,1,Female,0,Yes,No,55,Yes,No,Yes,No,No,No,Yes,Yes,Yes,94.75,5276.1,No,NULL,"Electronic check","One year",1,94.75,5276.1,2,Yes,"Fiber optic",Female,0,Yes,No,"2017-06-21 18:07:34",Yes,No,2,Yes,No,No,No,Yes,Yes
4232-JGKIY,3,1,1,Male,0,No,No,1,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.2,19.2,No,NULL,"Electronic check",Month-to-month,1,19.2,19.2,1,No,None,Male,0,No,No,"2021-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4322-RCYMT,1,2,3,Male,0,Yes,Yes,68,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,75.8,5293.95,Yes,2022-01-31,"Bank transfer (automatic)","One year",3,75.8,5293.95,2,Yes,DSL,Male,0,Yes,Yes,"2016-05-21 18:07:34",Yes,Yes,1,No,Yes,Yes,Yes,No,Yes
4529-CKBCL,2,1,1,Female,0,No,No,2,Yes,No,No,No,No,No,Yes,No,Yes,80.2,146.05,Yes,2022-01-31,"Electronic check",Month-to-month,1,80.2,146.05,1,Yes,"Fiber optic",Female,0,No,No,"2021-11-21 18:07:34",Yes,No,2,No,No,No,No,Yes,No
4713-LZDRV,2,1,1,Female,1,No,No,2,Yes,No,No,No,No,No,No,Yes,Yes,79.6,195.05,Yes,2022-01-31,"Electronic check",Month-to-month,1,79.6,195.05,1,Yes,"Fiber optic",Female,1,No,No,"2021-11-21 18:07:34",Yes,No,2,No,No,No,No,No,Yes
4795-KTRTH,2,1,1,Female,1,Yes,No,5,Yes,Yes,No,Yes,No,No,No,No,Yes,81,371.65,Yes,2022-01-31,"Electronic check",Month-to-month,1,81,371.65,1,Yes,"Fiber optic",Female,1,Yes,No,"2021-08-21 18:07:34",Yes,Yes,2,No,Yes,No,No,No,No
4806-DXQCE,2,3,1,Female,1,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,113.65,7714.65,No,NULL,"Electronic check","Two year",1,113.65,7714.65,3,Yes,"Fiber optic",Female,1,Yes,No,"2016-03-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
4881-JVQOD,1,1,3,Male,1,Yes,Yes,10,No,"No phone service",No,No,No,No,No,Yes,Yes,34.55,362.6,No,NULL,"Bank transfer (automatic)",Month-to-month,3,34.55,362.6,1,Yes,DSL,Male,1,Yes,Yes,"2021-03-21 18:07:34",No,"No phone service",1,No,No,No,No,No,Yes
5146-YYFRZ,3,3,3,Male,0,No,No,67,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.95,1311.75,No,NULL,"Bank transfer (automatic)","Two year",3,19.95,1311.75,3,No,None,Male,0,No,No,"2016-06-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
5232-NXPAY,1,3,2,Female,0,No,No,47,Yes,No,No,No,Yes,Yes,Yes,Yes,No,74.45,3510.3,No,NULL,"Mailed check","Two year",2,74.45,3510.3,3,No,DSL,Female,0,No,No,"2018-02-21 18:07:34",Yes,No,1,No,No,Yes,Yes,Yes,Yes
5451-YHYPW,2,3,4,Female,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.75,8443.7,No,NULL,"Credit card (automatic)","Two year",4,115.75,8443.7,3,Yes,"Fiber optic",Female,1,Yes,No,"2016-01-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
5896-NPFWW,1,1,1,Male,0,Yes,Yes,3,Yes,No,No,No,Yes,No,No,No,Yes,50.15,168.15,Yes,2022-01-31,"Electronic check",Month-to-month,1,50.15,168.15,1,Yes,DSL,Male,0,Yes,Yes,"2021-10-21 18:07:34",Yes,No,1,No,No,Yes,No,No,No
5899-MQZZL,2,1,2,Female,0,No,No,13,Yes,Yes,No,No,No,No,No,No,Yes,75,999.45,Yes,2022-01-31,"Mailed check",Month-to-month,2,75,999.45,1,Yes,"Fiber optic",Female,0,No,No,"2020-12-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No
5956-YHHRX,2,1,1,Male,1,No,No,21,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.35,2271.85,No,NULL,"Electronic check",Month-to-month,1,104.35,2271.85,1,Yes,"Fiber optic",Male,1,No,No,"2020-04-21 18:07:34",Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
5960-WPXQM,2,1,1,Male,0,No,No,1,Yes,No,No,No,No,No,Yes,No,Yes,79.05,79.05,Yes,2022-01-31,"Electronic check",Month-to-month,1,79.05,79.05,1,Yes,"Fiber optic",Male,0,No,No,"2021-12-21 18:07:34",Yes,No,2,No,No,No,No,Yes,No
6168-WFVVF,2,1,1,Female,1,No,No,3,Yes,No,No,No,No,No,No,No,Yes,70.3,235.5,Yes,2022-01-31,"Electronic check",Month-to-month,1,70.3,235.5,1,Yes,"Fiber optic",Female,1,No,No,"2021-10-21 18:07:34",Yes,No,2,No,No,No,No,No,No
6661-EIPZC,1,1,4,Female,0,Yes,Yes,48,No,"No phone service",No,No,No,Yes,No,No,Yes,29.5,1423.05,No,NULL,"Credit card (automatic)",Month-to-month,4,29.5,1423.05,1,Yes,DSL,Female,0,Yes,Yes,"2018-01-21 18:07:34",No,"No phone service",1,No,No,No,Yes,No,No
6765-MBQNU,3,2,2,Female,0,Yes,No,26,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,26,684.05,No,NULL,"Mailed check","One year",2,26,684.05,2,No,None,Female,0,Yes,No,"2019-11-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6786-OBWQR,2,1,1,Female,0,Yes,Yes,5,Yes,No,No,No,No,No,Yes,No,Yes,80.85,356.1,No,NULL,"Electronic check",Month-to-month,1,80.85,356.1,1,Yes,"Fiber optic",Female,0,Yes,Yes,"2021-08-21 18:07:34",Yes,No,2,No,No,No,No,Yes,No
6921-OZMFH,1,1,2,Male,0,Yes,Yes,5,Yes,Yes,No,No,No,Yes,No,No,Yes,55.7,259.4,No,NULL,"Mailed check",Month-to-month,2,55.7,259.4,1,Yes,DSL,Male,0,Yes,Yes,"2021-08-21 18:07:34",Yes,Yes,1,No,No,No,Yes,No,No
7126-RBHSD,2,1,1,Female,0,Yes,No,17,Yes,Yes,Yes,No,No,No,No,No,No,78.9,1348.95,No,NULL,"Electronic check",Month-to-month,1,78.9,1348.95,1,No,"Fiber optic",Female,0,Yes,No,"2020-08-21 18:07:34",Yes,Yes,2,Yes,No,No,No,No,No
7379-POKDZ,2,1,1,Male,0,Yes,No,3,Yes,No,No,No,No,No,No,No,Yes,70.3,208.85,Yes,2022-01-31,"Electronic check",Month-to-month,1,70.3,208.85,1,Yes,"Fiber optic",Male,0,Yes,No,"2021-10-21 18:07:34",Yes,No,2,No,No,No,No,No,No
7721-JXEAW,1,1,3,Male,0,Yes,No,59,No,"No phone service",No,Yes,No,No,No,Yes,Yes,41.05,2452.7,Yes,2022-01-31,"Bank transfer (automatic)",Month-to-month,3,41.05,2452.7,1,Yes,DSL,Male,0,Yes,No,"2017-02-21 18:07:34",No,"No phone service",1,No,Yes,No,No,No,Yes
7854-EKTJL,3,1,1,Female,0,No,Yes,2,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,19.6,35.85,Yes,2022-01-31,"Electronic check",Month-to-month,1,19.6,35.85,1,Yes,None,Female,0,No,Yes,"2021-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8015-IHCGW,2,3,1,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.5,8425.15,No,NULL,"Electronic check","Two year",1,115.5,8425.15,3,Yes,"Fiber optic",Female,0,Yes,Yes,"2016-01-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
8603-IJWDN,2,1,1,Male,0,No,No,1,Yes,Yes,No,No,No,No,No,Yes,Yes,86.6,86.6,Yes,2022-01-31,"Electronic check",Month-to-month,1,86.6,86.6,1,Yes,"Fiber optic",Male,0,No,No,"2021-12-21 18:07:34",Yes,Yes,2,No,No,No,No,No,Yes
8617-ENBDS,2,1,4,Male,0,No,No,3,Yes,No,No,No,Yes,No,No,No,Yes,73.6,232.5,No,NULL,"Credit card (automatic)",Month-to-month,4,73.6,232.5,1,Yes,"Fiber optic",Male,0,No,No,"2021-10-21 18:07:34",Yes,No,2,No,No,Yes,No,No,No
8739-QOTTN,3,1,2,Female,0,Yes,No,2,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.35,41.85,No,NULL,"Mailed check",Month-to-month,2,20.35,41.85,1,No,None,Female,0,Yes,No,"2021-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8800-JOOCF,2,1,1,Female,0,No,Yes,12,Yes,Yes,No,No,No,No,Yes,No,Yes,84.05,966.55,No,NULL,"Electronic check",Month-to-month,1,84.05,966.55,1,Yes,"Fiber optic",Female,0,No,Yes,"2021-01-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,No
8875-AKBYH,2,1,1,Male,1,No,No,20,Yes,Yes,No,No,No,No,Yes,No,Yes,84.35,1745.2,No,NULL,"Electronic check",Month-to-month,1,84.35,1745.2,1,Yes,"Fiber optic",Male,1,No,No,"2020-05-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,No
8961-QDZZJ,2,2,1,Female,0,Yes,Yes,57,Yes,No,No,Yes,No,No,Yes,Yes,Yes,95,5535.8,No,NULL,"Electronic check","One year",1,95,5535.8,2,Yes,"Fiber optic",Female,0,Yes,Yes,"2017-04-21 18:07:34",Yes,No,2,No,Yes,No,No,Yes,Yes
9441-QHEVC,3,1,2,Male,0,No,No,1,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.1,19.1,No,NULL,"Mailed check",Month-to-month,2,19.1,19.1,1,No,None,Male,0,No,No,"2021-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9638-JIQYA,1,1,4,Male,0,No,No,2,No,"No phone service",No,No,No,No,No,No,Yes,24.9,49.7,No,NULL,"Credit card (automatic)",Month-to-month,4,24.9,49.7,1,Yes,DSL,Male,0,No,No,"2021-11-21 18:07:34",No,"No phone service",1,No,No,No,No,No,No
9766-HGEDE,3,2,2,Female,0,Yes,No,17,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.35,307,No,NULL,"Mailed check","One year",2,19.35,307,2,No,None,Female,0,Yes,No,"2020-08-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9774-NRNAU,1,1,3,Male,1,Yes,No,27,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,84.8,2309.55,No,NULL,"Bank transfer (automatic)",Month-to-month,3,84.8,2309.55,1,Yes,DSL,Male,1,Yes,No,"2019-10-21 18:07:34",Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes
0902-XKXPN,3,3,3,Male,0,Yes,Yes,69,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.2,1376.5,No,NULL,"Bank transfer (automatic)","Two year",3,20.2,1376.5,3,No,None,Male,0,Yes,Yes,"2016-04-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
0945-TSONX,1,3,4,Female,0,Yes,Yes,47,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,85.3,4107.25,No,NULL,"Credit card (automatic)","Two year",4,85.3,4107.25,3,Yes,DSL,Female,0,Yes,Yes,"2018-02-21 18:07:34",Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes
1061-PNTHC,2,1,2,Female,0,Yes,Yes,56,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,109.6,5953,No,NULL,"Mailed check",Month-to-month,2,109.6,5953,1,Yes,"Fiber optic",Female,0,Yes,Yes,"2017-05-21 18:07:34",Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes
1293-BSEUN,3,3,2,Female,0,Yes,Yes,72,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.7,1482.3,No,NULL,"Mailed check","Two year",2,20.7,1482.3,3,Yes,None,Female,0,Yes,Yes,"2016-01-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1302-UHBDD,2,1,1,Male,1,No,No,20,Yes,No,No,No,No,No,Yes,Yes,No,89.95,1648.45,No,NULL,"Electronic check",Month-to-month,1,89.95,1648.45,1,No,"Fiber optic",Male,1,No,No,"2020-05-21 18:07:34",Yes,No,2,No,No,No,No,Yes,Yes
1508-DFXCU,2,1,1,Male,0,No,No,12,Yes,No,No,No,No,No,Yes,No,Yes,81.45,912,No,NULL,"Electronic check",Month-to-month,1,81.45,912,1,Yes,"Fiber optic",Male,0,No,No,"2021-01-21 18:07:34",Yes,No,2,No,No,No,No,Yes,No
1741-WTPON,2,3,2,Male,0,Yes,Yes,56,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,115.85,6567.9,No,NULL,"Mailed check","Two year",2,115.85,6567.9,3,No,"Fiber optic",Male,0,Yes,Yes,"2017-05-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
1777-JYQPJ,1,1,2,Male,0,No,No,2,No,"No phone service",No,No,No,No,No,No,No,24.3,38.45,No,NULL,"Mailed check",Month-to-month,2,24.3,38.45,1,No,DSL,Male,0,No,No,"2021-11-21 18:07:34",No,"No phone service",1,No,No,No,No,No,No
1784-BXEFA,3,1,2,Female,0,No,No,10,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.55,187.35,No,NULL,"Mailed check",Month-to-month,2,20.55,187.35,1,Yes,None,Female,0,No,No,"2021-03-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2373-NTKOD,1,1,1,Male,0,No,No,8,Yes,No,No,No,No,No,Yes,Yes,Yes,66.25,546.45,No,NULL,"Electronic check",Month-to-month,1,66.25,546.45,1,Yes,DSL,Male,0,No,No,"2021-05-21 18:07:34",Yes,No,1,No,No,No,No,Yes,Yes
2575-GFSOE,2,1,1,Female,0,Yes,Yes,7,Yes,No,No,No,No,No,No,No,Yes,69,506.9,Yes,2022-01-31,"Electronic check",Month-to-month,1,69,506.9,1,Yes,"Fiber optic",Female,0,Yes,Yes,"2021-06-21 18:07:34",Yes,No,2,No,No,No,No,No,No
2673-CXQEU,2,2,1,Female,1,No,No,56,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,110.5,6139.5,No,NULL,"Electronic check","One year",1,110.5,6139.5,2,No,"Fiber optic",Female,1,No,No,"2017-05-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes
2974-GGUXS,2,1,4,Female,1,Yes,No,36,Yes,Yes,No,Yes,No,No,Yes,No,Yes,91.95,3301.05,No,NULL,"Credit card (automatic)",Month-to-month,4,91.95,3301.05,1,Yes,"Fiber optic",Female,1,Yes,No,"2019-01-21 18:07:34",Yes,Yes,2,No,Yes,No,No,Yes,No
3068-OMWZA,2,1,1,Male,1,No,No,1,Yes,Yes,No,No,Yes,No,Yes,No,Yes,88.8,88.8,Yes,2022-01-31,"Electronic check",Month-to-month,1,88.8,88.8,1,Yes,"Fiber optic",Male,1,No,No,"2021-12-21 18:07:34",Yes,Yes,2,No,No,Yes,No,Yes,No
3148-BLQJT,3,1,2,Male,0,No,No,1,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.1,20.1,Yes,2022-01-31,"Mailed check",Month-to-month,2,20.1,20.1,1,No,None,Male,0,No,No,"2021-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3424-NMNBO,2,2,1,Male,1,Yes,No,58,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,108.85,6287.25,Yes,2022-01-31,"Electronic check","One year",1,108.85,6287.25,2,Yes,"Fiber optic",Male,1,Yes,No,"2017-03-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes
3550-SAHFP,2,1,1,Female,0,No,No,33,Yes,Yes,No,No,No,No,No,Yes,Yes,83.35,2757.85,Yes,2022-01-31,"Electronic check",Month-to-month,1,83.35,2757.85,1,Yes,"Fiber optic",Female,0,No,No,"2019-04-21 18:07:34",Yes,Yes,2,No,No,No,No,No,Yes
3629-WEAAM,1,1,2,Female,0,No,No,8,Yes,No,No,No,Yes,Yes,No,Yes,No,64.1,504.05,No,NULL,"Mailed check",Month-to-month,2,64.1,504.05,1,No,DSL,Female,0,No,No,"2021-05-21 18:07:34",Yes,No,1,No,No,Yes,Yes,No,Yes
3683-QKIUE,1,1,3,Female,0,No,No,6,Yes,No,No,No,No,Yes,No,No,Yes,50.8,288.05,Yes,2022-01-31,"Bank transfer (automatic)",Month-to-month,3,50.8,288.05,1,Yes,DSL,Female,0,No,No,"2021-07-21 18:07:34",Yes,No,1,No,No,No,Yes,No,No
3739-YBWAB,1,2,2,Male,0,Yes,No,36,No,"No phone service",Yes,No,Yes,No,No,No,No,35.35,1317.95,No,NULL,"Mailed check","One year",2,35.35,1317.95,2,No,DSL,Male,0,Yes,No,"2019-01-21 18:07:34",No,"No phone service",1,Yes,No,Yes,No,No,No
3985-HOYPM,3,2,2,Male,0,No,No,26,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.4,525.55,No,NULL,"Mailed check","One year",2,19.4,525.55,2,No,None,Male,0,No,No,"2019-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4625-EWPTF,1,1,1,Male,0,No,No,8,No,"No phone service",Yes,No,No,No,No,No,Yes,30.45,226.45,Yes,2022-01-31,"Electronic check",Month-to-month,1,30.45,226.45,1,Yes,DSL,Male,0,No,No,"2021-05-21 18:07:34",No,"No phone service",1,Yes,No,No,No,No,No
4919-IKATY,2,1,1,Male,0,Yes,Yes,5,Yes,Yes,Yes,No,Yes,No,No,No,Yes,84.5,453.75,Yes,2022-01-31,"Electronic check",Month-to-month,1,84.5,453.75,1,Yes,"Fiber optic",Male,0,Yes,Yes,"2021-08-21 18:07:34",Yes,Yes,2,Yes,No,Yes,No,No,No
5183-SNMJQ,2,1,4,Male,0,No,No,10,Yes,No,No,No,No,Yes,Yes,Yes,Yes,95.1,865.1,No,NULL,"Credit card (automatic)",Month-to-month,4,95.1,865.1,1,Yes,"Fiber optic",Male,0,No,No,"2021-03-21 18:07:34",Yes,No,2,No,No,No,Yes,Yes,Yes
5370-IIVVL,2,2,4,Male,0,No,No,37,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,104.5,3778,No,NULL,"Credit card (automatic)","One year",4,104.5,3778,2,Yes,"Fiber optic",Male,0,No,No,"2018-12-21 18:07:34",Yes,Yes,2,No,Yes,No,Yes,Yes,Yes
5419-JPRRN,2,1,1,Male,0,No,No,1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,101.45,101.45,Yes,2022-01-31,"Electronic check",Month-to-month,1,101.45,101.45,1,Yes,"Fiber optic",Male,0,No,No,"2021-12-21 18:07:34",Yes,Yes,2,No,No,Yes,No,Yes,Yes
5793-YOLJN,3,3,2,Female,0,Yes,Yes,55,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,21,1210.3,No,NULL,"Mailed check","Two year",2,21,1210.3,3,No,None,Female,0,Yes,Yes,"2017-06-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
5899-OUVKV,2,1,1,Male,0,No,No,31,Yes,No,No,Yes,No,No,Yes,Yes,Yes,94.5,2979.2,No,NULL,"Electronic check",Month-to-month,1,94.5,2979.2,1,Yes,"Fiber optic",Male,0,No,No,"2019-06-21 18:07:34",Yes,No,2,No,Yes,No,No,Yes,Yes
5950-AAAGJ,2,1,3,Male,0,No,No,18,Yes,Yes,No,No,No,No,Yes,No,No,84.3,1537.9,No,NULL,"Bank transfer (automatic)",Month-to-month,3,84.3,1537.9,1,No,"Fiber optic",Male,0,No,No,"2020-07-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,No
6034-YMTOB,2,1,2,Female,0,No,No,5,Yes,No,No,No,No,Yes,No,No,Yes,75.65,399.45,No,NULL,"Mailed check",Month-to-month,2,75.65,399.45,1,Yes,"Fiber optic",Female,0,No,No,"2021-08-21 18:07:34",Yes,No,2,No,No,No,Yes,No,No
6425-YQLLO,2,2,4,Female,1,Yes,No,66,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,105.95,6975.25,Yes,2022-01-31,"Credit card (automatic)","One year",4,105.95,6975.25,2,Yes,"Fiber optic",Female,1,Yes,No,"2016-07-21 18:07:34",Yes,Yes,2,No,No,Yes,Yes,Yes,Yes
6457-GIRWB,2,1,1,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,69.35,69.35,Yes,2022-01-31,"Electronic check",Month-to-month,1,69.35,69.35,1,Yes,"Fiber optic",Male,0,No,No,"2021-12-21 18:07:34",Yes,No,2,No,No,No,No,No,No
